ID;City;Group_size;Age;MPI#Mean;TOM;BUMO;BUMO_Previous;MostFavourite;Gender;MPI#detail;Age#group;Age#Group#2;MPI;Occupation;Occupation#group;Year;Col
459787;Hà Nội;3.0;38.0;5499.0;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2018;3
729375;Đà Nẵng;3.0;45.0;5499.0;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2019;3
739684;Hà Nội;3.0;52.0;5499.0;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2019;3
768874;Cần Thơ;3.0;39.0;5499.0;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2019;3
779711;Hà Nội;3.0;45.0;5499.0;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2019;3
779883;Đà Nẵng;3.0;25.0;5499.0;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;20 - 29;25 - 29 y.o.;VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2019;3
782797;Đà Nẵng;3.0;21.0;5499.0;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;20 - 29;20 - 24 y.o.;VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2019;3
783137;Đà Nẵng;3.0;28.0;5499.0;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;20 - 29;25 - 29 y.o.;VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2019;3
792058;Hà Nội;3.0;34.0;5499.0;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2019;3
799561;Hải Phòng;3.0;50.0;5499.0;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2019;3
800134;Đà Nẵng;3.0;28.0;5499.0;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;20 - 29;25 - 29 y.o.;VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2019;3
800856;Hà Nội;3.0;51.0;5499.0;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2019;3
802966;Nha Trang;3.0;44.0;5499.0;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;40 - 60;40 - 44 y.o.;VND 4.5m - VND 8.9m;Semi-skilled labor (salesperson, waiter, photographer);Blue Collar;2019;3
808797;Cần Thơ;3.0;36.0;5499.0;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2019;3
812081;Hà Nội;3.0;32.0;5499.0;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2019;3
812792;Cần Thơ;3.0;34.0;5499.0;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2019;3
818279;Hà Nội;3.0;50.0;5499.0;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2019;3
818453;Hà Nội;3.0;36.0;5499.0;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2019;3
826337;Hà Nội;3.0;48.0;5499.0;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2019;3
828520;Cần Thơ;3.0;55.0;5499.0;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2019;3
832795;Cần Thơ;3.0;43.0;5499.0;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;40 - 60;40 - 44 y.o.;VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2019;3
840036;Cần Thơ;3.0;24.0;5499.0;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;20 - 29;20 - 24 y.o.;VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2019;3
841702;Cần Thơ;3.0;23.0;5499.0;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;20 - 29;20 - 24 y.o.;VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2019;3
843729;Cần Thơ;3.0;30.0;5499.0;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2019;3
844773;Cần Thơ;3.0;27.0;5499.0;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;20 - 29;25 - 29 y.o.;VND 4.5m - VND 8.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2019;3
365717;Đà Nẵng;3.0;25.0;5499.0;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;20 - 29;25 - 29 y.o.;VND 4.5m - VND 8.9m;Officer - Staff level;White Collar;2018;3
366452;Cần Thơ;3.0;34.0;5499.0;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;Housewife;None Working;2018;3
366855;Cần Thơ;3.0;34.0;5499.0;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;Officer - Staff level;White Collar;2018;3
368419;Cần Thơ;3.0;28.0;5499.0;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;20 - 29;25 - 29 y.o.;VND 4.5m - VND 8.9m;Officer - Staff level;White Collar;2018;3
371398;Hà Nội;3.0;38.0;5499.0;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;Small Business (small shop owner, grocery store, etc.);Self Employed - Small Business and Freelance;2018;3
373685;Hồ Chí Minh;3.0;27.0;5499.0;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;20 - 29;25 - 29 y.o.;VND 4.5m - VND 8.9m;Lecturer / Teacher;White Collar;2018;3
378154;Cần Thơ;3.0;28.0;5499.0;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;20 - 29;25 - 29 y.o.;VND 4.5m - VND 8.9m;Officer - Staff level;White Collar;2018;3
379200;Đà Nẵng;3.0;27.0;5499.0;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;20 - 29;25 - 29 y.o.;VND 4.5m - VND 8.9m;Housewife;None Working;2018;3
382217;Hà Nội;3.0;34.0;5499.0;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;3
383731;Cần Thơ;3.0;35.0;5499.0;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;Officer - Staff level;White Collar;2018;3
383803;Cần Thơ;3.0;32.0;5499.0;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;Lecturer / Teacher;White Collar;2018;3
384239;Hà Nội;3.0;26.0;5499.0;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;20 - 29;25 - 29 y.o.;VND 4.5m - VND 8.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;3
392015;Hải Phòng;3.0;53.0;5499.0;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;Retirement;None Working;2018;3
399259;Hải Phòng;3.0;29.0;5499.0;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;20 - 29;25 - 29 y.o.;VND 4.5m - VND 8.9m;Small Business (small shop owner, grocery store, etc.);Self Employed - Small Business and Freelance;2018;3
402504;Đà Nẵng;3.0;46.0;5499.0;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;Lecturer / Teacher;White Collar;2018;3
402940;Đà Nẵng;3.0;29.0;5499.0;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;20 - 29;25 - 29 y.o.;VND 4.5m - VND 8.9m;Officer - Staff level;White Collar;2018;3
409131;Hà Nội;3.0;50.0;5499.0;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;40 - 60;45+ y.o.;VND 4.5m - VND 8.9m;Housewife;None Working;2018;3
410854;Hà Nội;3.0;23.0;5499.0;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;20 - 29;20 - 24 y.o.;VND 4.5m - VND 8.9m;Officer - Staff level;White Collar;2018;3
410858;Hà Nội;3.0;31.0;5499.0;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;3
411456;Hà Nội;3.0;25.0;5499.0;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;20 - 29;25 - 29 y.o.;VND 4.5m - VND 8.9m;Officer - Staff level;White Collar;2018;3
411459;Hà Nội;3.0;35.0;5499.0;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;Officer - Staff level;White Collar;2018;3
411679;Hà Nội;3.0;22.0;5499.0;Other 1;Other 1;;Other 1;Male;From 4.5 millions to 6.49 millions VND;20 - 29;20 - 24 y.o.;VND 4.5m - VND 8.9m;Pupil / Student;None Working;2018;3
412527;Đà Nẵng;3.0;33.0;5499.0;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;30 - 39;30 - 34 y.o.;VND 4.5m - VND 8.9m;Small Business (small shop owner, grocery store, etc.);Self Employed - Small Business and Freelance;2018;3
415173;Hải Phòng;3.0;37.0;5499.0;Other 1;Other 1;;Other 1;Female;From 4.5 millions to 6.49 millions VND;30 - 39;35 - 39 y.o.;VND 4.5m - VND 8.9m;Lecturer / Teacher;White Collar;2018;3
